#values from pxlambdatest.py before feeding to response
#wavelengths intensity
833.385714286 124.0
833.85 138.0
834.314285714 126.0
834.778571429 152.0
835.242857143 130.0
835.707142857 110.0
836.171428571 136.0
836.635714286 136.0
837.1 140.0
837.564285714 122.0
838.028571429 118.0
838.492857143 140.0
838.957142857 164.0
839.421428571 190.0
839.885714286 140.0
840.35 130.0
840.814285714 136.0
841.278571429 132.0
841.742857143 146.0
842.207142857 156.0
842.671428571 198.0
843.135714286 196.0
843.6 206.0
844.064285714 182.0
844.528571429 170.0
844.992857143 250.0
845.457142857 234.0
845.921428571 150.0
846.385714286 139.0
846.85 140.0
847.314285714 99.0
847.778571429 92.0
848.242857143 95.0
848.707142857 68.0
849.171428571 86.0
849.635714286 130.0
850.1 156.0
850.564285714 180.0
851.028571429 162.0
851.492857143 98.0
851.957142857 76.0
852.421428571 120.0
852.885714286 134.0
853.35 132.0
853.814285714 94.0
854.278571429 68.0
854.742857143 94.0
855.207142857 112.0
855.671428571 132.0
856.135714286 168.0
856.6 162.0
857.064285714 179.0
857.528571429 178.0
857.992857143 137.0
858.457142857 166.0
858.921428571 134.0
859.385714286 100.0
859.85 158.0
860.314285714 200.0
860.778571429 200.0
861.242857143 149.0
861.707142857 125.0
862.171428571 199.0
862.635714286 256.0
863.1 176.0
863.564285714 119.0
864.028571429 116.0
864.492857143 122.0
864.957142857 115.0
865.421428571 95.0
865.885714286 137.0
866.35 126.0
866.814285714 85.0
867.278571429 65.0
867.742857143 96.0
868.207142857 108.0
868.671428571 79.0
869.135714286 89.0
869.6 129.0
870.064285714 127.0
870.528571429 91.0
870.992857143 80.0
871.457142857 94.0
871.921428571 100.0
872.385714286 100.0
872.85 114.0
873.314285714 110.0
873.778571429 166.0
874.242857143 168.0
874.707142857 122.0
875.171428571 174.0
875.635714286 172.0
876.1 236.0
876.564285714 308.0
877.028571429 246.0
877.492857143 128.0
877.957142857 22.0
878.421428571 48.0
878.885714286 160.0
879.35 164.0
879.814285714 138.0
880.278571429 174.0
880.742857143 186.0
881.207142857 170.0
881.671428571 104.0
882.135714286 98.0
882.6 146.0
883.064285714 152.0
883.528571429 106.0
883.992857143 64.0
884.457142857 108.0
884.921428571 128.0
885.385714286 112.0
885.85 140.0
886.314285714 182.0
886.778571429 142.0
887.242857143 90.0
887.707142857 138.0
888.171428571 136.0
888.635714286 98.0
889.1 96.0
889.564285714 88.0
890.028571429 104.0
890.492857143 116.0
890.957142857 92.0
891.421428571 106.0
891.885714286 114.0
892.35 112.0
892.814285714 120.0
893.278571429 124.0
893.742857143 122.0
894.207142857 108.0
894.671428571 102.0
895.135714286 164.0
895.6 170.0
896.064285714 132.0
896.528571429 174.0
896.992857143 183.0
897.457142857 127.0
897.921428571 81.0
898.385714286 94.0
898.85 140.0
899.314285714 190.0
899.778571429 208.0
900.242857143 142.0
900.707142857 90.0
901.171428571 116.0
901.635714286 200.0
902.1 226.0
902.564285714 213.0
903.028571429 196.0
903.492857143 100.0
903.957142857 90.0
904.421428571 165.0
904.885714286 173.0
905.35 164.0
905.814285714 181.0
906.278571429 166.0
906.742857143 138.0
907.207142857 170.0
907.671428571 170.0
908.135714286 110.0
908.6 128.0
909.064285714 158.0
909.528571429 177.0
909.992857143 208.0
910.457142857 219.0
910.921428571 160.0
911.385714286 154.0
911.85 221.0
912.314285714 223.0
912.778571429 179.0
913.242857143 125.0
913.707142857 90.0
914.171428571 157.0
914.635714286 196.0
915.1 107.0
915.564285714 108.0
916.028571429 134.0
916.492857143 110.0
916.957142857 139.0
917.421428571 137.0
917.885714286 159.0
918.35 197.0
918.814285714 196.0
919.278571429 210.0
919.742857143 152.0
920.207142857 107.0
920.671428571 143.0
921.135714286 205.0
921.6 191.0
922.064285714 116.0
922.528571429 103.0
922.992857143 152.0
923.457142857 166.0
923.921428571 168.0
924.385714286 148.0
924.85 128.0
925.314285714 196.0
925.778571429 328.0
926.242857143 316.0
926.707142857 202.0
927.171428571 288.0
927.635714286 472.0
928.1 882.0
928.564285714 1950.0
929.028571429 3670.0
929.492857143 6236.0
929.957142857 12916.0
930.421428571 20800.0
930.885714286 23550.0
931.35 18210.0
931.814285714 9490.0
932.278571429 3334.0
932.742857143 304.0
